date,vader,textblob
2018-09-25,1.5602999999999998,1.565981240981241
2018-09-26,2.1333,0.8253030303030304
2018-09-27,1.0554000000000001,0.4484217171717172
2018-09-28,-0.48409999999999986,0.52059132996633
2018-09-29,-0.6093,-0.4130952380952382
2018-09-30,1.7511999999999999,0.6305555555555555
2018-10-01,3.5478,2.2196969696969697
2018-10-02,-0.3061,-0.11249999999999993
2018-10-03,2.0502,1.5611111111111111
2018-10-04,0.1779,-0.15555555555555559
2018-10-05,0.8574,-0.0075757575757575794
2018-10-06,0.8555,0.028636363636363637
2018-10-07,0.7906,0.25
2018-10-08,-0.1624000000000001,0.6673278018278018
2018-10-09,0.0,0.0
2018-10-10,-0.5108000000000004,-0.8720454545454543
2018-10-11,1.2006,0.6423809523809524
2018-10-12,-0.5719,0.0
2018-10-13,1.2096,0.29000000000000004
2018-10-14,0.0,0.0
2018-10-15,0.06500000000000006,0.30833333333333335
2018-10-16,2.5291,1.5913636363636363
2018-10-17,0.0,0.38095238095238093
2018-10-18,1.4136,0.6981818181818181
2018-10-19,0.4019,0.10714285714285714
2018-10-20,0.6972,0.049999999999999975
2018-10-21,0.2216,0.06666666666666665
2018-10-22,-0.9240999999999999,-0.21250000000000002
2018-10-23,0.0,0.16
2018-10-24,0.663,0.13105218855218845
2018-10-25,-0.08440000000000014,1.8232142857142857
2018-10-26,0.9361999999999999,0.22440476190476202
2018-10-27,-0.11030000000000006,0.895983645983646
2018-10-28,1.3436,0.20075757575757577
2018-10-29,-0.7116,0.16983164983164986
2018-10-30,5.703999999999999,4.323787878787877
2018-10-31,5.316899999999999,1.0850396825396824
2018-11-01,1.441,0.470496632996633
2018-11-02,0.15650000000000003,0.8333333333333333
2018-11-03,1.2493,0.638095238095238
2018-11-04,0.3745,0.13636363636363635
2018-11-05,-0.0786,0.6000000000000001
2018-11-06,0.5267,0.0
2018-11-07,0.6369,0.0
2018-11-08,0.3257,0.27999999999999997
2018-11-09,-0.2232,0.38960317460317456
2018-11-10,1.1865,0.6909090909090909
2018-11-11,0.592,-0.1
2018-11-12,1.5524999999999998,2.0356421356421355
2018-11-13,-1.9184999999999999,0.0327146464646465
2018-11-14,-0.28070000000000006,0.7645968614718615
2018-11-15,0.06070000000000003,0.12922077922077937
2018-11-16,-0.3612999999999997,0.6325306637806638
2018-11-17,-0.7388,-0.1272727272727273
2018-11-18,-0.25,0.0875
2018-11-19,-1.6466999999999996,2.589472101972101
2018-11-20,0.14709999999999984,0.3542592592592592
2018-11-21,-0.5455,0.06504329004329004
2018-11-22,-0.4505,0.6814814814814816
2018-11-23,0.6446999999999999,0.15222222222222223
2018-11-24,0.7269,0.21999999999999997
2018-11-25,0.7717,-0.07291666666666667
2018-11-26,-0.5428,1.153174603174603
2018-11-27,2.4139,1.8525264550264549
2018-11-28,0.3612,0.2
2018-11-29,0.7848999999999999,0.26996753246753247
2018-11-30,3.3122,1.235357142857143
2018-12-01,-1.151,0.008928571428571421
2018-12-03,0.8585,0.6408163265306123
2018-12-04,2.4999,0.8333333333333333
2018-12-05,0.09280000000000005,1.4332521645021645
2018-12-06,0.765,0.22980519480519485
2018-12-07,2.9225999999999996,1.6
2018-12-08,-0.1779,0.19166666666666665
2018-12-10,0.1194999999999996,2.021544011544011
2018-12-11,0.7910000000000001,1.125757575757576
2018-12-12,1.1381999999999999,0.2361111111111111
2018-12-13,3.3670999999999998,3.2781818181818183
2018-12-14,-0.06969999999999998,0.3908008658008658
2018-12-15,0.3182,0.26666666666666666
2018-12-16,0.8428,0.3875
2018-12-17,-0.8763,0.734920634920635
2018-12-18,1.2364000000000002,0.42876984126984136
2018-12-19,-0.4073,1.9366835016835018
2018-12-20,1.3758,0.2437500000000001
2018-12-21,-0.6862999999999998,0.3818434343434343
2018-12-22,1.0772,0.6212962962962963
2018-12-23,0.46679999999999994,-0.4892857142857143
2018-12-24,1.8067,0.6833333333333333
2018-12-25,-0.09909999999999997,-0.39999999999999997
2018-12-26,0.9333,-0.0023809523809524002
2018-12-27,1.5875999999999997,1.5653333333333332
2018-12-28,1.1614,0.7412878787878787
2018-12-29,0.05190000000000006,0.4537121212121212
2018-12-30,0.0,0.0
2018-12-31,2.4975000000000005,3.5224657287157286
2019-01-01,0.0,0.0
2019-01-02,1.6384,1.2263468013468015
2019-01-03,1.528,1.0093434343434342
2019-01-04,-0.3002000000000001,-0.01520833333333331
2019-01-06,0.6579999999999999,0.17500000000000004
2019-01-07,2.2232,0.5796309523809524
2019-01-08,3.6424000000000003,3.202676767676768
2019-01-09,-1.5672000000000001,-0.56875
2019-01-10,1.4117000000000002,0.4402777777777779
2019-01-11,-0.0237,0.023674242424242424
2019-01-12,-0.8815999999999999,-0.44999999999999996
2019-01-13,4.9830000000000005,3.601118326118326
2019-01-14,4.3151,4.643430735930736
2019-01-15,4.2223,4.44922138047138
2019-01-16,2.4516999999999998,2.815568954854669
2019-01-17,4.9267,1.795256132756133
2019-01-18,6.5773,5.4672536676286665
2019-01-19,1.8336999999999997,1.1304437229437228
2019-01-20,-0.2839999999999999,-0.24258225108225107
2019-01-21,0.03539999999999999,0.9556547619047621
2019-01-22,8.4549,7.397064694564695
